Country,Provider,Type,plan name,data amount (IN MB),cost,currency,plan frequency,additional field info,Conversion Factor to Euro,Cost in Euro,data_amount_MB_numeric,Size_GB,Price_per_GB,plan_frequency_days,updated_dtm
Germany,Telefónica O2,Domestic,O2 Mobile Pro M,30720,0,€,24 months or monthly,GROW Advantage: Monthly data volume grows by 5 GB each year for free, Allnet-Flat: For calls & SMS in all German networks,,,,,24 months or monthly,2026-02-11
Germany,Telefónica O2,Domestic,O2 Mobile Pro L,102400,0,€,24 months or monthly,GROW Advantage: Monthly data volume grows by 10 GB each year for free, Allnet-Flat: For calls & SMS in all German networks,,,,,24 months or monthly,2026-02-11
Germany,Telefónica O2,Domestic,O2 Mobile Pro Unlimited Smart,,0,€,24 months or monthly,Allnet-Flat: For calls & SMS in all German networks, EU-Roaming: Package included,,,,1,24 months or monthly,2026-02-11
Germany,Telekom,Domestic,Data Prepaid S,1024,4.95,€,24 hours,Add-on,1,4.95,1024,1,4.95,1,2026-01-11
Germany,Telekom,Domestic,Data Prepaid M,2048,9.95,€,28 days,Add-on,1,9.95,2048,2,4.97,28,2026-01-11
Germany,Telekom,Domestic,Data Prepaid L,4096,14.95,€,28 days,Add-on,1,14.95,4096,4,3.74,28,2026-01-11
Germany,Telekom,Domestic,Data Prepaid XL,12288,29.95,€,90 days,Add-on,1,29.95,12288,12,2.5,90,2026-01-11
Germany,Telekom,Domestic,DayFlat unlimited,,9.95,€,24 hours,"Add-on, Unlimited data",1,9.95,,,,1,2026-01-11
Germany,Telekom,Roaming,Data Prepaid S,1024,4.95,€,24 hours,EU-Roaming including Switzerland,1,4.95,1024,1,4.95,1,2026-02-11
Germany,Telekom,Roaming,Data Prepaid M,2048,9.95,€,28 days,EU-Roaming including Switzerland,1,9.95,2048,2,4.97,28,2026-02-11
Germany,Telekom,Roaming,Data Prepaid L,4096,14.95,€,28 days,EU-Roaming including Switzerland,1,14.95,4096,4,3.74,28,2026-02-11
Germany,Telekom,Roaming,Data Prepaid XL,12288,29.95,€,90 days,EU-Roaming including Switzerland,1,29.95,12288,12,2.5,90,2026-02-11
Germany,Telekom,Roaming,DayFlat unlimited,,9.95,€,24 hours,Unlimited data, EU-Roaming including Switzerland,1,9.95,0,0,1,2026-02-11
Germany,Telekom,Roaming,DataSIM Plan,3072,4.95,€,1 Month,"Best Network, Largest 5G Network, HotSpot Flat Rate, EU Roaming including CH and UK",1,4.95,3072,3,1.65,30,2026-02-11
Germany,thirr.com,Domestic,DE 1GB 3D,1024,2.3,USD,3 Days,,0.86,1.98,1024,1,1.98,3,2026-02-11
Germany,thirr.com,Roaming,EU BASE 1GB 3D,1024,2.88,USD,3 Days,,0.86,2.48,1024,1,2.48,3,2026-02-11
Germany,thirr.com,Domestic,DE 3GB 7D,3072,4.04,USD,7 Days,,0.86,3.47,3072,3,1.16,7,2026-02-11
Germany,thirr.com,Roaming,EU PLUS 1GB 15D,1024,4.04,USD,15 Days,,0.86,3.47,1024,1,3.47,15,2026-02-11
Germany,thirr.com,Domestic,DE 6GB 15D,6144,6.93,USD,15 Days,,0.86,5.96,6144,6,0.99,15,2026-02-11
Germany,thirr.com,Roaming,EU BASE 3GB 7D,3072,6.93,USD,7 Days,,0.86,5.96,3072,3,1.99,7,2026-02-11
Germany,thirr.com,Roaming,HALFWORLD 1GB 3D,1024,6.93,USD,3 Days,,0.86,5.96,1024,1,5.96,3,2026-02-11
Germany,thirr.com,Roaming,EU PLUS 3GB 30D,3072,9.82,USD,30 Days,,0.86,8.45,3072,3,2.82,30,2026-02-11
Germany,thirr.com,Roaming,EU BASE 6GB 15D,6144,10.4,USD,15 Days,,0.86,8.94,6144,6,1.49,15,2026-02-11
Germany,thirr.com,Domestic,DE 12GB 30D,12288,11.56,USD,30 Days,,0.86,9.94,12288,12,0.83,30,2026-02-11
Germany,thirr.com,Roaming,EU BASE 12GB 30D,12288,13.87,USD,30 Days,,0.86,11.93,12288,12,0.99,30,2026-02-11
Germany,thirr.com,Roaming,ALLWORLD 1GB 7D,1024,13.87,USD,7 Days,,0.86,11.93,1024,1,11.93,7,2026-02-11
Germany,thirr.com,Roaming,EU PLUS 6GB 30D,6144,16.19,USD,30 Days,,0.86,13.92,6144,6,2.32,30,2026-02-11
Germany,thirr.com,Roaming,HALFWORLD 3GB 7D,3072,16.19,USD,7 Days,,0.86,13.92,3072,3,4.64,7,2026-02-11
Germany,thirr.com,Domestic,DE 20GB 30D,20480,17.34,USD,30 Days,,0.86,14.91,20480,20,0.75,30,2026-02-11
Germany,thirr.com,Roaming,EU PLUS 12GB 30D,12288,21.97,USD,30 Days,,0.86,18.89,12288,12,1.57,30,2026-02-11
Germany,thirr.com,Domestic,DE 30GB 30D,30720,23.13,USD,30 Days,,0.86,19.89,30720,30,0.66,30,2026-02-11
Germany,thirr.com,Roaming,EU BASE 20GB 30D,20480,23.13,USD,30 Days,,0.86,19.89,20480,20,0.99,30,2026-02-11
Germany,thirr.com,Roaming,EU BASE 30GB 30D,30720,28.91,USD,30 Days,,0.86,24.86,30720,30,0.83,30,2026-02-11
Germany,thirr.com,Roaming,HALFWORLD 6GB 15D,6144,28.91,USD,15 Days,,0.86,24.86,6144,6,4.14,15,2026-02-11
Germany,thirr.com,Roaming,EU PLUS 20GB 30D,20480,34.7,USD,30 Days,,0.86,29.84,20480,20,1.49,30,2026-02-11
Germany,thirr.com,Roaming,ALLWORLD 3GB 30D,3072,34.7,USD,30 Days,,0.86,29.84,3072,3,9.95,30,2026-02-11
Germany,thirr.com,Roaming,EU PLUS 30GB 30D,30720,46.27,USD,30 Days,,0.86,39.79,30720,30,1.33,30,2026-02-11
Germany,thirr.com,Roaming,HALFWORLD 12GB 30D,12288,54.36,USD,30 Days,,0.86,46.75,12288,12,3.9,30,2026-02-11
Germany,thirr.com,Domestic,DE 50GB 365D,51200,57.84,USD,365 Days,,0.86,49.74,51200,50,0.99,365,2026-02-11
Germany,thirr.com,Roaming,ALLWORLD 6GB 30D,6144,57.84,USD,30 Days,,0.86,49.74,6144,6,8.29,30,2026-02-11
Germany,thirr.com,Roaming,EU BASE 50GB 365D,51200,69.4,USD,365 Days,,0.86,59.68,51200,50,1.19,365,2026-02-11
Germany,thirr.com,Roaming,EU BASE 100GB 365D,102400,115.68,USD,365 Days,,0.86,99.48,102400,100,0.99,365,2026-02-11
Germany,thirr.com,Roaming,EU PLUS 50GB 365D,51200,115.68,USD,365 Days,,0.86,99.48,51200,50,1.99,365,2026-02-11
Germany,thirr.com,Roaming,HALFWORLD 20GB 30D,20480,115.68,USD,30 Days,,0.86,99.48,20480,20,4.97,30,2026-02-11
Germany,thirr.com,Roaming,ALLWORLD 12GB 30D,12288,115.68,USD,30 Days,,0.86,99.48,12288,12,8.29,30,2026-02-11
Germany,thirr.com,Roaming,HALFWORLD 30GB 30D,30720,167.74,USD,30 Days,,0.86,144.26,30720,30,4.81,30,2026-02-11
Germany,thirr.com,Roaming,HALFWORLD 50GB 365D,51200,347.07,USD,365 Days,,0.86,298.48,51200,50,5.97,365,2026-02-11
Germany,Toosim,Domestic,"1 GB, 7 days",1024,3.99,USD,7 days,"Prepaid plan, instant delivery and easy activation.",0.86,3.43,1024,1,3.43,7,2026-01-11
Germany,Toosim,Domestic,"2 GB, 15 days",2048,5.99,USD,15 days,"Prepaid plan, instant delivery and easy activation.",0.86,5.15,2048,2,2.58,15,2026-01-11
Germany,Toosim,Domestic,"3 GB, 30 days",3072,6.99,USD,30 days,"Recommended plan, prepaid plan, instant delivery and easy activation.",0.86,6.01,3072,3,2,30,2026-01-11
Germany,Toosim,Domestic,"5 GB, 30 days",5120,9.99,USD,30 days,"Prepaid plan, instant delivery and easy activation.",0.86,8.59,5120,5,1.72,30,2026-01-11
Germany,Toosim,Domestic,"10 GB, 30 days",10240,14.99,USD,30 days,"Prepaid plan, instant delivery and easy activation.",0.86,12.89,10240,10,1.29,30,2026-01-11
Germany,Toosim,Domestic,"20 GB, 30 days",20480,22.99,USD,30 days,"Prepaid plan, instant delivery and easy activation.",0.86,19.77,20480,20,0.99,30,2026-01-11
Germany,Toosim,Domestic,"50 GB, 30 days",51200,51.99,USD,30 days,"Prepaid plan, instant delivery and easy activation.",0.86,44.71,51200,50,0.89,30,2026-01-11
Germany,Toosim,Roaming,"1 GB, 7 days (36 countries)",1024,4.99,USD,7 days,"Prepaid plan, instant delivery and easy activation.",0.86,4.29,1024,1,4.29,7,2026-01-11
Germany,Toosim,Domestic,,1024,3.99,USD,7 days,View offer,0.86,3.43,1024,1,3.43,7,2026-01-11
Germany,Toosim,Domestic,,2048,5.99,USD,15 days,View offer,0.86,5.15,2048,2,2.58,15,2026-01-11
Germany,Toosim,Domestic,,3072,6.99,USD,30 days,Recommended plan,0.86,6.01,3072,3,2,30,2026-01-11
Germany,Toosim,Domestic,,5120,9.99,USD,30 days,View offer,0.86,8.59,5120,5,1.72,30,2026-01-11
Germany,Toosim,Domestic,,10240,14.99,USD,30 days,View offer,0.86,12.89,10240,10,1.29,30,2026-01-11
Germany,Toosim,Domestic,,20480,22.99,USD,30 days,View offer,0.86,19.77,20480,20,0.99,30,2026-01-11
Germany,Toosim,Domestic,,51200,51.99,USD,30 days,View offer,0.86,44.71,51200,50,0.89,30,2026-01-11
Germany,Toosim,Roaming,,1024,4.99,USD,7 days,Regional plan: 36 countries,0.86,4.29,1024,1,4.29,7,2026-01-11
Germany,Travelesim,Domestic,Sim Card for Germany – 1GB – 7 Days,1024,2.02,CHF,7 Days,Link: [Details](https://travelesim.ch/en/esim/germany-1gb-7days/),,,1024,1,,7,2026-01-11
Germany,Travelesim,Domestic,Sim Card for Germany – 3GB – 15 Days,3072,3.07,CHF,15 Days,Link: [Details](https://travelesim.ch/en/esim/germany-3gb-15days/),,,3072,3,,15,2026-01-11
Germany,Travelesim,Domestic,Sim Card for Germany – 3GB – 30 Days,3072,3.16,CHF,30 Days,Link: [Details](https://travelesim.ch/en/esim/germany-3gb-30days/),,,3072,3,,30,2026-01-11
Germany,Travelesim,Domestic,Sim Card for Germany – 5GB – 30 Days,5120,4.13,CHF,30 Days,Link: [Details](https://travelesim.ch/en/esim/germany-5gb-30days/),,,5120,5,,30,2026-01-11
Germany,Travelesim,Domestic,Sim Card for Germany – 10GB – 30 Days,10240,6.47,CHF,30 Days,Link: [Details](https://travelesim.ch/en/esim/germany-10gb-30days/),,,10240,10,,30,2026-01-11
Germany,Travelesim,Domestic,Sim Card for Germany – 20GB – 30 Days,20480,10.52,CHF,30 Days,Link: [Details](https://travelesim.ch/en/esim/germany-20gb-30days/),,,20480,20,,30,2026-01-11
Germany,Travelesim,Roaming,Sim Card for Germany – 1GB – 7 Days,1024,2.02,CHF,7 Days,Link: [Details](https://travelesim.ch/en/esim/germany-1gb-7days/),,,1024,1,,7,2026-01-11
Germany,Travelesim,Roaming,Sim Card for Germany – 3GB – 15 Days,3072,3.07,CHF,15 Days,Link: [Details](https://travelesim.ch/en/esim/germany-3gb-15days/),,,3072,3,,15,2026-01-11
Germany,Travelesim,Roaming,Sim Card for Germany – 3GB – 30 Days,3072,3.16,CHF,30 Days,Link: [Details](https://travelesim.ch/en/esim/germany-3gb-30days/),,,3072,3,,30,2026-01-11
Germany,Travelesim,Roaming,Sim Card for Germany – 5GB – 30 Days,5120,4.13,CHF,30 Days,Link: [Details](https://travelesim.ch/en/esim/germany-5gb-30days/),,,5120,5,,30,2026-01-11
Germany,Travelesim,Roaming,Sim Card for Germany – 10GB – 30 Days,10240,6.47,CHF,30 Days,Link: [Details](https://travelesim.ch/en/esim/germany-10gb-30days/),,,10240,10,,30,2026-01-11
Germany,Travelesim,Roaming,Sim Card for Germany – 20GB – 30 Days,20480,10.52,CHF,30 Days,Link: [Details](https://travelesim.ch/en/esim/germany-20gb-30days/),,,20480,20,,30,2026-01-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,1024,3.33,USD,1 Day,,0.86,2.86,1024,1,2.86,1,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,1024,3.4,USD,3 Days,,0.86,2.92,1024,1,2.92,3,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,1024,3.46,USD,5 Days,,0.86,2.98,1024,1,2.98,5,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,1024,3.49,USD,7 Days,,0.86,3,1024,1,3,7,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,1024,3.5,USD,10 Days,,0.86,3.01,1024,1,3.01,10,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,1024,3.53,USD,15 Days,,0.86,3.04,1024,1,3.04,15,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,2048,5.02,USD,1 Day,,0.86,4.32,2048,2,2.16,1,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,2048,5.17,USD,3 Days,,0.86,4.45,2048,2,2.22,3,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,2048,5.27,USD,5 Days,,0.86,4.53,2048,2,2.27,5,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,2048,5.33,USD,7 Days,,0.86,4.58,2048,2,2.29,7,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,2048,5.36,USD,10 Days,,0.86,4.61,2048,2,2.3,10,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,2048,5.42,USD,15 Days,,0.86,4.66,2048,2,2.33,15,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,3072,7.38,USD,1 Day,,0.86,6.35,3072,3,2.12,1,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,3072,7.61,USD,3 Days,,0.86,6.54,3072,3,2.18,3,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,3072,7.76,USD,5 Days,,0.86,6.67,3072,3,2.22,5,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,3072,7.85,USD,7 Days,,0.86,6.75,3072,3,2.25,7,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,3072,7.89,USD,10 Days,,0.86,6.79,3072,3,2.26,10,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,3072,7.96,USD,15 Days,,0.86,6.85,3072,3,2.28,15,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,5120,12.05,USD,1 Day,,0.86,10.36,5120,5,2.07,1,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,5120,12.42,USD,3 Days,,0.86,10.68,5120,5,2.14,3,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,5120,12.66,USD,5 Days,,0.86,10.89,5120,5,2.18,5,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,5120,12.81,USD,7 Days,,0.86,11.02,5120,5,2.2,7,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,5120,12.88,USD,10 Days,,0.86,11.08,5120,5,2.22,10,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,5120,13,USD,15 Days,,0.86,11.18,5120,5,2.24,15,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,8192,17.28,USD,1 Day,,0.86,14.86,8192,8,1.86,1,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,8192,17.8,USD,3 Days,,0.86,15.31,8192,8,1.91,3,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,8192,18.15,USD,5 Days,,0.86,15.61,8192,8,1.95,5,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,8192,18.35,USD,7 Days,,0.86,15.78,8192,8,1.97,7,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,8192,18.46,USD,10 Days,,0.86,15.88,8192,8,1.98,10,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,8192,18.64,USD,15 Days,,0.86,16.03,8192,8,2,15,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,10240,20.09,USD,1 Day,,0.86,17.28,10240,10,1.73,1,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,10240,20.7,USD,3 Days,,0.86,17.8,10240,10,1.78,3,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,10240,21.11,USD,5 Days,,0.86,18.15,10240,10,1.82,5,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,10240,21.34,USD,7 Days,,0.86,18.35,10240,10,1.84,7,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,10240,21.47,USD,10 Days,,0.86,18.46,10240,10,1.85,10,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,10240,21.67,USD,15 Days,,0.86,18.64,10240,10,1.86,15,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,12288,23.5,USD,1 Day,,0.86,20.21,12288,12,1.68,1,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,12288,24.22,USD,3 Days,,0.86,20.83,12288,12,1.74,3,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,12288,24.69,USD,5 Days,,0.86,21.23,12288,12,1.77,5,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,12288,24.97,USD,7 Days,,0.86,21.47,12288,12,1.79,7,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,12288,25.12,USD,10 Days,,0.86,21.6,12288,12,1.8,10,2026-02-11
Germany,TravelGator,Roaming,Single-country Germany eSIM Roaming Data Plan,12288,25.36,USD,15 Days,,0.86,21.81,12288,12,1.82,15,2026-02-11
Germany,TravelGator,Roaming,Multi-country Europe eSIM Roaming Data Plan,1024,3.54,USD,30 Days,,0.86,3.04,1024,1,3.04,30,2026-02-11
Germany,TravelGator,Roaming,Multi-country Europe eSIM Roaming Data Plan,2048,6.15,USD,30 Days,,0.86,5.29,2048,2,2.64,30,2026-02-11
Germany,TravelGator,Roaming,Multi-country Europe eSIM Roaming Data Plan,3072,10.3,USD,30 Days,,0.86,8.86,3072,3,2.95,30,2026-02-11
Germany,TravelGator,Roaming,Multi-country Europe eSIM Roaming Data Plan,5120,14.6,USD,30 Days,,0.86,12.56,5120,5,2.51,30,2026-02-11
Germany,TravelGator,Roaming,Multi-country Europe eSIM Roaming Data Plan,8192,20.37,USD,30 Days,,0.86,17.52,8192,8,2.19,30,2026-02-11
Germany,TravelGator,Roaming,Multi-country Europe eSIM Roaming Data Plan,10240,23.67,USD,30 Days,,0.86,20.36,10240,10,2.04,30,2026-02-11
Germany,TravelGator,Roaming,Multi-country Europe eSIM Roaming Data Plan,12288,28.43,USD,30 Days,,0.86,24.45,12288,12,2.04,30,2026-02-11
Germany,Trifa,Domestic,"Germany 1GB, 7 Days",1024,4.8,USD,7 Days,"Data-only plan, no phone number or SMS, tethering permitted, coverage on 3G/LTE/4G networks.",0.86,4.13,1024,1,4.13,7,2026-02-11
Germany,Trifa,Domestic,"Germany 3GB, 7 Days",3072,11.4,USD,7 Days,"Data-only plan, no phone number or SMS, tethering permitted, coverage on 3G/LTE/4G networks.",0.86,9.8,3072,3,3.27,7,2026-02-11
Germany,Trifa,Domestic,"Germany 3GB, 15 Days",3072,11.4,USD,15 Days,"Data-only plan, no phone number or SMS, tethering permitted, coverage on 3G/LTE/4G networks.",0.86,9.8,3072,3,3.27,15,2026-02-11
Germany,Trifa,Domestic,"Germany 5GB, 15 Days",5120,18,USD,15 Days,"Data-only plan, no phone number or SMS, tethering permitted, coverage on 3G/LTE/4G networks.",0.86,15.48,5120,5,3.1,15,2026-02-11
Germany,Trifa,Domestic,"Germany 5GB, 31 Days",5120,18,USD,31 Days,"Data-only plan, no phone number or SMS, tethering permitted, coverage on 3G/LTE/4G networks.",0.86,15.48,5120,5,3.1,31,2026-02-11
Germany,Trifa,Domestic,"Germany 10GB, 7 Days",10240,34.5,USD,7 Days,"Data-only plan, no phone number or SMS, tethering permitted, coverage on 3G/LTE/4G networks.",0.86,29.67,10240,10,2.97,7,2026-02-11
Germany,Trifa,Domestic,"Germany 10GB, 15 Days",10240,34.5,USD,15 Days,"Data-only plan, no phone number or SMS, tethering permitted, coverage on 3G/LTE/4G networks.",0.86,29.67,10240,10,2.97,15,2026-02-11
Germany,Trifa,Domestic,"Germany 10GB, 31 Days",10240,34.5,USD,31 Days,"Data-only plan, no phone number or SMS, tethering permitted, coverage on 3G/LTE/4G networks.",0.86,29.67,10240,10,2.97,31,2026-02-11
Germany,Trifa,Domestic,"Germany 10GB, 60 Days",10240,34.5,USD,60 Days,"Data-only plan, no phone number or SMS, tethering permitted, coverage on 3G/LTE/4G networks.",0.86,29.67,10240,10,2.97,60,2026-02-11
Germany,Trifa,Domestic,"Germany 30GB, 31 Days",30720,100.5,USD,31 Days,"Data-only plan, no phone number or SMS, tethering permitted, coverage on 3G/LTE/4G networks.",0.86,86.43,30720,30,2.88,31,2026-02-11
Germany,Trifa,Domestic,"Germany 30GB, 60 Days",30720,100.5,USD,60 Days,"Data-only plan, no phone number or SMS, tethering permitted, coverage on 3G/LTE/4G networks.",0.86,86.43,30720,30,2.88,60,2026-02-11
Germany,Trifa,Domestic,"Germany 50GB, 60 Days",51200,166.5,USD,60 Days,"Data-only plan, no phone number or SMS, tethering permitted, coverage on 3G/LTE/4G networks.",0.86,143.19,51200,50,2.86,60,2026-02-11
Germany,Truely,Domestic,"Unlimited, 1 day",0,5.52,USD,1 day,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,1,2026-02-11
Germany,Truely,Domestic,"Unlimited, 1 day",0,5.52,USD,1 day,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,1,2026-02-11
Germany,Truely,Domestic,"Unlimited, 2 days",0,9.87,USD,2 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,2,2026-02-11
Germany,Truely,Domestic,"Unlimited, 2 days",0,9.87,USD,2 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,2,2026-02-11
Germany,Truely,Roaming,"Unlimited, 3 days",0,12.9,USD,3 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,3,2026-02-11
Germany,Truely,Roaming,"Unlimited, 3 days",0,12.9,USD,3 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,3,2026-02-11
Germany,Truely,Roaming,"Unlimited, 4 days",0,16.91,USD,4 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,4,2026-02-11
Germany,Truely,Roaming,"Unlimited, 4 days",0,16.91,USD,4 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,4,2026-02-11
Germany,Truely,Roaming,"Unlimited, 5 days",0,20.91,USD,5 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,5,2026-02-11
Germany,Truely,Roaming,"Unlimited, 5 days",0,20.91,USD,5 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,5,2026-02-11
Germany,Truely,Roaming,"Unlimited, 6 days",0,24.91,USD,6 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,6,2026-02-11
Germany,Truely,Roaming,"Unlimited, 6 days",0,24.91,USD,6 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,6,2026-02-11
Germany,Truely,Roaming,"Unlimited, 7 days",0,29.88,USD,7 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,7,2026-02-11
Germany,Truely,Roaming,"Unlimited, 7 days",0,29.88,USD,7 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,7,2026-02-11
Germany,Truely,Roaming,"Unlimited, 8 days",0,31.88,USD,8 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,8,2026-02-11
Germany,Truely,Roaming,"Unlimited, 8 days",0,31.88,USD,8 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,8,2026-02-11
Germany,Truely,Roaming,"Unlimited, 9 days",0,34.91,USD,9 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,9,2026-02-11
Germany,Truely,Roaming,"Unlimited, 9 days",0,34.91,USD,9 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,9,2026-02-11
Germany,Truely,Roaming,"Unlimited, 10 days",0,36.92,USD,10 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,10,2026-02-11
Germany,Truely,Roaming,"Unlimited, 10 days",0,36.92,USD,10 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,10,2026-02-11
Germany,Truely,Roaming,"Unlimited, 11 days",0,39.88,USD,11 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,11,2026-02-11
Germany,Truely,Roaming,"Unlimited, 11 days",0,39.88,USD,11 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,11,2026-02-11
Germany,Truely,Roaming,"Unlimited, 12 days",0,43.88,USD,12 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,12,2026-02-11
Germany,Truely,Roaming,"Unlimited, 12 days",0,43.88,USD,12 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,12,2026-02-11
Germany,Truely,Roaming,"Unlimited, 13 days",0,45.89,USD,13 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,13,2026-02-11
Germany,Truely,Roaming,"Unlimited, 13 days",0,45.89,USD,13 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,13,2026-02-11
Germany,Truely,Roaming,"Unlimited, 14 days",0,47.89,USD,14 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,14,2026-02-11
Germany,Truely,Roaming,"Unlimited, 14 days",0,47.89,USD,14 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,14,2026-02-11
Germany,Truely,Roaming,"Unlimited, 15 days",0,50.92,USD,15 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,15,2026-02-11
Germany,Truely,Roaming,"Unlimited, 15 days",0,50.92,USD,15 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,15,2026-02-11
Germany,Truely,Roaming,"Unlimited, 16 days",0,52.92,USD,16 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,16,2026-02-11
Germany,Truely,Roaming,"Unlimited, 16 days",0,52.92,USD,16 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,16,2026-02-11
Germany,Truely,Roaming,"Unlimited, 17 days",0,54.92,USD,17 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,17,2026-02-11
Germany,Truely,Roaming,"Unlimited, 17 days",0,54.92,USD,17 days,"Discount: GET 10% OFF, Note: Possible Throttling, New Users Only",,,,,,17,2026-02-11
